opsCode,opsText,opsText_alt,Kombiprodukt,Substanzangabe_aus_OPS-Code,1Substanz_allg_engl_INN_oder_sonst,2Substanz_allg_engl_INN_oder_sonst,3Substanz_allg_engl_INN_oder_sonst,4Substanz_allg_engl_INN_oder_sonst,Einheit_Wert_min,Einheit_Wert_max,UCUM-Code,UCUM-Description,Kommentar SZ,Routes and Methods of Administration - Concept Code,Routes and Methods of Administration - Term,Administration Method - ID,Administration Method - Name,Code Intended Site (EDQM),Intended Site (EDQM),Routes and Methods of Administration - Concept Code.1,Routes and Methods of Administration - Term.1,Administration Method - ID.1,Administration Method - Name.1,Code Intended Site (EDQM).1,Intended Site (EDQM).1,EU-Zulassung? ,Strenght,Pharmaceutical Form,Packaging,Handelsname-Beispiel (Invented name),Kombi_ja_nein_beides,Substanzname_Stoffkatalog,Substanz_genau_Bezeichnung_engl,UNII_Substanz_genau,ASK_Substanz_genau,CAS_Substanz_genau,Subst_genau_gleich_Subst_allgemein,Substanz_allg_engl_INN_oder_sonst,INN_englisch,UNII_Substanz_allg,ASK_Substanz_allg,CAS_Substanz_allg,Substanzname_ATC_DIMDI-Liste,ATC-Code_y,ATC-Code2_y,ATC-Code3_y,ATC-Code4_y,ATC-Code5_y,Bemerkung_zur_Substanz
6-001.k0,Intravenöse Applikation von 100 mg bis unter 150 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,100,150,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,150 mg,,,,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.k1,Intravenöse Applikation von 150 mg bis unter 200 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,150,200,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,150 mg,,,,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.k2,Intravenöse Applikation von 200 mg bis unter 250 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,200,250,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,150 mg,,,,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.k3,Intravenöse Applikation von 250 mg bis unter 300 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,250,300,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,150 mg,,,,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.k4,Intravenöse Applikation von 300 mg bis unter 350 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,300,350,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,150 mg,,,,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.k5,Intravenöse Applikation von 350 mg bis unter 400 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,350,400,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,150 mg,,,,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.k6,Intravenöse Applikation von 400 mg bis unter 450 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,400,450,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,150 mg,,,,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.k7,Intravenöse Applikation von 450 mg bis unter 500 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,450,500,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,150 mg,,,,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.k8,Intravenöse Applikation von 500 mg bis unter 600 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,500,600,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,150 mg,,,,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.k9,Intravenöse Applikation von 600 mg bis unter 700 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,600,700,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,150 mg,,,,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.ka,Intravenöse Applikation von 700 mg bis unter 800 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,700,800,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,150 mg,,,,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.kb,Intravenöse Applikation von 800 mg bis unter 900 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,800,900,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,150 mg,,,,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.kc,Intravenöse Applikation von 900 mg bis unter 1.000 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,900,1000,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,150 mg,,,,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.kd,Intravenöse Applikation von 1.000 mg bis unter 1.200 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,1000,1200,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,150 mg,,,,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.ke,Intravenöse Applikation von 1.200 mg bis unter 1.400 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,1200,1400,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,150 mg,,,,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.kf,Intravenöse Applikation von 1.400 mg bis unter 1.600 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,1400,1600,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,150 mg,,,,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.kg,Intravenöse Applikation von 1.600 mg bis unter 1.800 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,1600,1800,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,150 mg,,,,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.kh,Intravenöse Applikation von 1.800 mg bis unter 2.000 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,1800,2000,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,150 mg,,,,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.kj,Intravenöse Applikation von 2.000 mg bis unter 2.200 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,2000,2200,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,150 mg,,,,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.kk,Intravenöse Applikation von 2.200 mg bis unter 2.400 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,2200,2400,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,150 mg,,,,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.km,Intravenöse Applikation von 2.400 mg oder mehr Trastuzumab,,0,Trastuzumab,trastuzumab,,,,2400,,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,150 mg,,,,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.m0,Subkutane Applikation von 600 mg bis unter 1.200 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,600,1200,mg,milligram,,20066000,Subcutaneous use,AME-0011,Injection,,Parenteral,,,,,,,ja,600 mg,Solution for injection,vial (glass),Herceptin (evtl. weitere,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.m1,Subkutane Applikation von 1.200 mg bis unter 1.800 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,1200,1800,mg,milligram,,20066000,Subcutaneous use,AME-0011,Injection,,Parenteral,,,,,,,ja,600 mg,Solution for injection,vial (glass),Herceptin (evtl. weitere,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.m2,Subkutane Applikation von 1.800 mg bis unter 2.400 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,1800,2400,mg,milligram,,20066000,Subcutaneous use,AME-0011,Injection,,Parenteral,,,,,,,ja,600 mg,Solution for injection,vial (glass),Herceptin (evtl. weitere,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.m3,Subkutane Applikation von 2.400 mg bis unter 3.000 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,2400,3000,mg,milligram,,20066000,Subcutaneous use,AME-0011,Injection,,Parenteral,,,,,,,ja,600 mg,Solution for injection,vial (glass),Herceptin (evtl. weitere,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.m4,Subkutane Applikation von 3.000 mg bis unter 3.600 mg Trastuzumab,,0,Trastuzumab,trastuzumab,,,,3000,3600,mg,milligram,,20066000,Subcutaneous use,AME-0011,Injection,,Parenteral,,,,,,,ja,600 mg,Solution for injection,vial (glass),Herceptin (evtl. weitere,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-001.m5,Subkutane Applikation von 3.600 mg oder mehr Trastuzumab,,0,Trastuzumab,trastuzumab,,,,3600,,mg,milligram,,20066000,Subcutaneous use,AME-0011,Injection,,Parenteral,,,,,,,ja,600 mg,Solution for injection,vial (glass),Herceptin (evtl. weitere,n,Trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,,trastuzumab,trastuzumab,P188ANX8CK,30712,180288-69-1,Trastuzumab,L01XC03,,,,,
6-002.10,Parenterale Applikation von 70 Mio. IE bis unter 130 Mio. IE Filgrastim bei Patienten unter 15 Jahren,,0,Filgrastim,filgrastim,,,,70,130,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,ja,,Solution for injection or infusion,,z.B. Filgrastim Hexal,n,Filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,,filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,Filgrastim,L03AA02,,,,,
6-002.11,Parenterale Applikation von 130 Mio. IE bis unter 190 Mio. IE Filgrastim bei Patienten unter 15 Jahren,,0,Filgrastim,filgrastim,,,,130,190,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,ja,,Solution for injection or infusion,,z.B. Filgrastim Hexal,n,Filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,,filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,Filgrastim,L03AA02,,,,,
6-002.12,Parenterale Applikation von 190 Mio. IE bis unter 250 Mio. IE Filgrastim bei Patienten unter 15 Jahren,,0,Filgrastim,filgrastim,,,,190,250,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,ja,,Solution for injection or infusion,,z.B. Filgrastim Hexal,n,Filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,,filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,Filgrastim,L03AA02,,,,,
6-002.13,Parenterale Applikation von 250 Mio. IE bis unter 350 Mio. IE Filgrastim,,0,Filgrastim,filgrastim,,,,250,350,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,ja,,Solution for injection or infusion,,z.B. Filgrastim Hexal,n,Filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,,filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,Filgrastim,L03AA02,,,,,
6-002.14,Parenterale Applikation von 350 Mio. IE bis unter 450 Mio. IE Filgrastim,,0,Filgrastim,filgrastim,,,,350,450,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,ja,,Solution for injection or infusion,,z.B. Filgrastim Hexal,n,Filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,,filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,Filgrastim,L03AA02,,,,,
6-002.15,Parenterale Applikation von 450 Mio. IE bis unter 550 Mio. IE Filgrastim,,0,Filgrastim,filgrastim,,,,450,550,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,ja,,Solution for injection or infusion,,z.B. Filgrastim Hexal,n,Filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,,filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,Filgrastim,L03AA02,,,,,
6-002.16,Parenterale Applikation von 550 Mio. IE bis unter 650 Mio. IE Filgrastim,,0,Filgrastim,filgrastim,,,,550,650,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,ja,,Solution for injection or infusion,,z.B. Filgrastim Hexal,n,Filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,,filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,Filgrastim,L03AA02,,,,,
6-002.17,Parenterale Applikation von 650 Mio. IE bis unter 750 Mio. IE Filgrastim,,0,Filgrastim,filgrastim,,,,650,750,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,ja,,Solution for injection or infusion,,z.B. Filgrastim Hexal,n,Filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,,filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,Filgrastim,L03AA02,,,,,
6-002.18,Parenterale Applikation von 750 Mio. IE bis unter 850 Mio. IE Filgrastim,,0,Filgrastim,filgrastim,,,,750,850,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,ja,,Solution for injection or infusion,,z.B. Filgrastim Hexal,n,Filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,,filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,Filgrastim,L03AA02,,,,,
6-002.19,Parenterale Applikation von 850 Mio. IE bis unter 950 Mio. IE Filgrastim,,0,Filgrastim,filgrastim,,,,850,950,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,ja,,Solution for injection or infusion,,z.B. Filgrastim Hexal,n,Filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,,filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,Filgrastim,L03AA02,,,,,
6-002.1a,Parenterale Applikation von 950 Mio. IE bis unter 1.050 Mio. IE Filgrastim,,0,Filgrastim,filgrastim,,,,950,1050,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,ja,,Solution for injection or infusion,,z.B. Filgrastim Hexal,n,Filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,,filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,Filgrastim,L03AA02,,,,,
6-002.1b,Parenterale Applikation von 1.050 Mio. IE bis unter 1.250 Mio. IE Filgrastim,,0,Filgrastim,filgrastim,,,,1050,1250,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,ja,,Solution for injection or infusion,,z.B. Filgrastim Hexal,n,Filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,,filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,Filgrastim,L03AA02,,,,,
6-002.1c,Parenterale Applikation von 1.250 Mio. IE bis unter 1.450 Mio. IE Filgrastim,,0,Filgrastim,filgrastim,,,,1250,1450,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,ja,,Solution for injection or infusion,,z.B. Filgrastim Hexal,n,Filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,,filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,Filgrastim,L03AA02,,,,,
6-002.1d,Parenterale Applikation von 1.450 Mio. IE bis unter 1.650 Mio. IE Filgrastim,,0,Filgrastim,filgrastim,,,,1450,1650,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,ja,,Solution for injection or infusion,,z.B. Filgrastim Hexal,n,Filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,,filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,Filgrastim,L03AA02,,,,,
6-002.1e,Parenterale Applikation von 1.650 Mio. IE bis unter 1.850 Mio. IE Filgrastim,,0,Filgrastim,filgrastim,,,,1650,1850,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,ja,,Solution for injection or infusion,,z.B. Filgrastim Hexal,n,Filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,,filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,Filgrastim,L03AA02,,,,,
6-002.1f,Parenterale Applikation von 1.850 Mio. IE bis unter 2.050 Mio. IE Filgrastim,,0,Filgrastim,filgrastim,,,,1850,2050,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,ja,,Solution for injection or infusion,,z.B. Filgrastim Hexal,n,Filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,,filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,Filgrastim,L03AA02,,,,,
6-002.1g,Parenterale Applikation von 2.050 Mio. IE bis unter 2.250 Mio. IE Filgrastim,,0,Filgrastim,filgrastim,,,,2050,2250,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,ja,,Solution for injection or infusion,,z.B. Filgrastim Hexal,n,Filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,,filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,Filgrastim,L03AA02,,,,,
6-002.1h,Parenterale Applikation von 2.250 Mio. IE bis unter 2.450 Mio. IE Filgrastim,,0,Filgrastim,filgrastim,,,,2250,2450,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,ja,,Solution for injection or infusion,,z.B. Filgrastim Hexal,n,Filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,,filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,Filgrastim,L03AA02,,,,,
6-002.1j,Parenterale Applikation von 2.450 Mio. IE oder mehr Filgrastim,,0,Filgrastim,filgrastim,,,,2450,,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,ja,,Solution for injection or infusion,,z.B. Filgrastim Hexal,n,Filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,,filgrastim,filgrastim,PVI5M0M1GW,24655,121181-53-1,Filgrastim,L03AA02,,,,,
6-002.20,Parenterale Applikation von 75 Mio. IE bis unter 150 Mio. IE Lenograstim bei Patienten unter 15 Jahren,,0,Lenograstim,lenograstim,,,,75,150,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,nein,,,,,n,Lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,,lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,Lenograstim,L03AA10,,,,,
6-002.21,Parenterale Applikation von 150 Mio. IE bis unter 225 Mio. IE Lenograstim bei Patienten unter 15 Jahren,,0,Lenograstim,lenograstim,,,,150,225,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,nein,,,,,n,Lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,,lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,Lenograstim,L03AA10,,,,,
6-002.22,Parenterale Applikation von 225 Mio. IE bis unter 300 Mio. IE Lenograstim bei Patienten unter 15 Jahren,,0,Lenograstim,lenograstim,,,,225,300,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,nein,,,,,n,Lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,,lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,Lenograstim,L03AA10,,,,,
6-002.23,Parenterale Applikation von 300 Mio. IE bis unter 400 Mio. IE Lenograstim,,0,Lenograstim,lenograstim,,,,300,400,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,nein,,,,,n,Lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,,lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,Lenograstim,L03AA10,,,,,
6-002.24,Parenterale Applikation von 400 Mio. IE bis unter 500 Mio. IE Lenograstim,,0,Lenograstim,lenograstim,,,,400,500,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,nein,,,,,n,Lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,,lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,Lenograstim,L03AA10,,,,,
6-002.25,Parenterale Applikation von 500 Mio. IE bis unter 600 Mio. IE Lenograstim,,0,Lenograstim,lenograstim,,,,500,600,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,nein,,,,,n,Lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,,lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,Lenograstim,L03AA10,,,,,
6-002.26,Parenterale Applikation von 600 Mio. IE bis unter 800 Mio. IE Lenograstim,,0,Lenograstim,lenograstim,,,,600,800,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,nein,,,,,n,Lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,,lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,Lenograstim,L03AA10,,,,,
6-002.27,Parenterale Applikation von 800 Mio. IE bis unter 1.000 Mio. IE Lenograstim,,0,Lenograstim,lenograstim,,,,800,1000,10*6.[IU],million international unit,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,20066000,Subcutaneous use,AME-0011,Injection,ISI - 0033,Parenteral,nein,,,,,n,Lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,,lenograstim,lenograstim,6WS4C399GB,26855,135968-09-1,Lenograstim,L03AA10,,,,,
